,county_id,proj_X,proj_Y,new_pct_dem,sex_ratio,pct_black,pct_hisp,pct_bach,median_income,pct_65_over,pct_age_18_29,gini,pct_manuf,ln_pop_den,pct_3rd_party,turn_out,pct_fb,pct_uninsured
2677,48011,-484909.28306432936,1336572.1980257183,6.756756756756756,99.1,0.3,7.6,22.8,72500,21.5,9.63000506842372,0.3981,9.6,0.7686345554161659,0.17985611510791255,73.83798140770253,2.2,7.3
2678,48069,-569843.0185057679,1293014.009925893,22.533849129593808,100.9,2.1,64.6,15.6,50142,15.2,15.508927407793562,0.4083,7.5,2.143493214174743,0.7201152184349469,46.16578014184397,16.6,23.5
2679,48273,-171332.64673711386,486802.2928415583,49.12183398040303,102.2,3.3,72.9,24.6,43730,13.0,28.1042164395945,0.4861,5.9,3.504440697276746,1.1513157894736836,48.88988161715434,6.5,15.5
2680,48097,-111715.13954235172,1175391.3540164572,17.069020525364245,98.5,2.8,18.2,20.9,60202,18.2,14.907220099398115,0.436,15.7,3.796347678543509,1.0002105706464537,67.33782346685571,8.9,14.4
2681,48107,-488129.83880329743,1185512.8806632678,27.40509620384816,98.7,3.6,56.0,13.2,40759,18.2,14.47909527073338,0.4343,4.0,1.867610364656724,1.5360983102918668,47.04890387858347,4.2,21.6
2682,48151,-409984.5879764871,1084101.795442993,19.555555555555557,90.6,2.6,32.7,18.6,46146,22.8,13.381742738589212,0.4848,9.2,1.4538680331846092,1.4238773274917849,62.749140893470795,4.5,12.6
2683,48131,-248547.68595587372,516046.55801553343,51.31526504583499,103.0,1.3,89.3,9.0,41186,17.6,17.447639332623357,0.435,5.1,1.836663731935072,0.6926578270334494,62.599108027750255,5.4,22.0
2684,48031,-230548.70877188203,801852.2712782178,25.98585803644276,106.9,0.0,19.4,26.5,66390,25.0,9.722948248823835,0.4697,9.6,2.7770899464443914,1.1691976884827258,82.47616936377744,5.7,16.6
2685,48241,188532.31021290558,854003.3070304298,19.0629839958699,97.3,16.6,6.7,12.9,44370,19.4,13.189320114910155,0.4717,13.7,3.6078909463804467,0.7366600474024709,59.17965047954813,2.8,17.5
2686,48245,177302.82766012906,758135.9348996073,49.2006877182491,104.6,33.7,20.7,19.7,51248,14.2,17.127860344420853,0.4776,11.5,5.554924492401911,1.1777245433151395,54.006041262965915,12.0,19.9
2687,48271,-429007.82496650337,707306.3415080783,28.050314465408807,145.7,0.1,59.3,12.1,26738,24.7,9.48346542771249,0.4762,0.0,0.9855551926996712,0.8109794135995108,55.97067039106145,16.2,10.8
2688,48359,-594036.0500071258,1392754.3063413815,8.11623246492986,111.9,3.2,15.2,22.0,64545,14.8,12.034383954154727,0.439,11.8,0.32853159357371897,1.090188305252726,74.19117647058823,3.9,10.4
2689,48279,-581458.2522565442,1242085.853836442,19.261637239165328,100.7,3.9,55.6,14.4,45111,16.5,14.455536081688638,0.4453,7.0,2.557189023475852,1.1111111111111072,50.888529886914384,9.6,23.0
